,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
11248,0.5,0,0,2,0,1192.0,1,1,20.286571,85.810906,59.6
11249,0.5,1,1,2,0,903.4783918,0,1,24.69028,78.41889,120.0
11250,0,0,1,2,0,919.9451948,1,1,28.507373,77.386719,47.0
11251,0,0,0,3,0,765.0076501,1,1,17.404892999999998,78.510735,85.0
11252,0.5,0,1,2,0,924.0924092,1,1,26.8626,75.7633,28.0
11253,0.5,0,0,6,0,5500.146671,1,1,19.078305,72.90593100000001,1500.0
11254,0.5,0,0,4,0,2155.0131760000004,1,1,24.69028,78.41889,1750.0
11255,0.5,0,1,2,0,1305.158484,1,1,30.662283,76.822397,42.0
11256,0.5,0,0,3,0,1392.111369,1,1,18.973908,73.02510600000001,120.0
11257,0.5,0,0,3,0,1220.149904,1,1,22.519728,88.38573000000001,70.0
11258,0,0,0,3,0,1674.786845,1,1,12.96991,77.59796,110.0
11259,0,1,0,2,0,899.9742864,0,1,19.811319,72.76894,35.0
11260,0,0,0,2,0,1337.223438,1,1,28.6711,77.3683,55.0
11261,0.5,1,0,3,0,2912.517781,0,1,31.261414,75.589997,81.9
11262,0,0,0,3,0,1250.0,1,1,23.302588,85.378336,55.0
11263,0.5,0,0,2,0,1237.623762,1,1,12.971321,77.59819,200.0
11264,0.5,1,0,1,0,708.8888889,0,1,19.2167,73.0833,31.9
11265,0,0,1,3,0,1460.564752,1,1,23.169982,77.477889,30.0
11266,0,0,1,3,0,1180.173092,1,1,12.86,77.786,45.0
11267,0.5,0,0,2,0,1126.7777199999998,1,1,18.96667,72.83333,370.0
11268,0.5,0,1,3,0,1579.20311,1,1,30.4571,78.055,65.0
11269,0.5,0,0,1,0,660.0660066,1,1,19.0168,73.09646,56.0
11270,0.5,0,0,2,0,1174.148267,1,1,12.904179,77.665897,80.3
11271,0,0,0,3,0,1315.020456,1,1,22.7808,86.1522,45.0
11272,0,0,0,2,0,900.1636661,1,1,22.2951,73.1686,33.0
11273,0.5,0,0,4,0,2070.393375,1,1,28.568096,77.390253,120.0
11274,0.5,0,1,2,0,1050.030883,1,1,24.69028,78.41889,85.0
11275,0,0,0,3,0,1539.965779,1,1,11.75,75.49,63.0
11276,0.5,0,0,3,0,2202.296681,1,1,13.338634,77.759291,140.0
11277,0.5,0,0,2,0,1024.983985,1,1,28.9196,76.8972,48.0
11278,0,0,1,1,0,550.0550055,1,1,28.568096,77.390253,25.0
11279,0,0,0,3,0,1714.285714,1,1,11.936539,79.796944,120.0
11280,0.5,0,0,1,0,700.0,1,1,18.749,74.3422,49.0
11281,0,0,0,3,0,1886.001676,1,1,12.897215,77.628102,180.0
11282,0.5,1,1,4,0,1961.168857,0,0,13.03478,80.15586,100.0
11283,0.5,1,1,4,0,2250.512145,0,1,30.662283,76.822397,76.9
11284,0,0,0,3,0,1050.080775,1,1,26.91667,75.86667,39.0
11285,0.5,0,0,3,0,1509.153884,1,1,18.452663,73.93104,61.0
11286,0.5,0,0,1,0,692.940667,1,1,18.651598,73.735448,32.0
11287,0.5,0,1,2,0,805.8667096,1,1,24.69028,78.41889,100.0
11288,0.5,1,1,4,0,2382.654277,0,1,30.662283,76.822397,100.0
11289,0.5,0,0,2,0,1055.115924,1,1,19.148338,72.995687,76.0
11290,0.5,0,0,3,0,2355.844739,1,1,28.378021,77.063066,210.0
11291,0,0,0,4,0,4000.0,1,1,28.404684000000003,77.287122,180.0
11292,0.5,1,1,2,0,1260.151218,0,1,30.662283,76.822397,45.0
11293,0.5,0,1,3,0,1621.176471,1,1,28.5035,77.426447,68.9
11294,0,0,0,2,0,697.1809638999999,1,1,13.09,80.27,23.0
11295,0.5,0,1,3,0,1840.15517,1,1,24.69028,78.41889,370.0
11296,0,0,0,3,0,1475.237092,1,1,28.585757,77.396668,70.0
11297,0,0,0,3,0,1550.169109,1,1,12.9223,77.5532,110.0
11298,0.5,1,0,2,0,1151.22166,0,1,18.669919,73.853723,52.3
11299,0.5,0,1,3,0,1525.0583800000002,1,1,24.69028,78.41889,84.9
11300,0.5,0,0,3,0,1532.287486,1,1,28.435405,77.110716,42.0
11301,0.5,0,0,2,0,1111.111111,1,1,28.162032,76.811066,18.0
11302,1,1,1,1,0,409.8791382,0,0,26.540565,74.65957900000001,7.8
11303,0.5,0,0,1,0,660.0249066,1,1,24.69028,78.41889,53.0
11304,0,0,0,4,0,2977.801841,1,1,13.036614,77.638008,110.0
11305,0.5,0,0,2,0,918.1818182,1,1,22.403867,88.47000600000001,30.3
11306,0.5,1,1,2,0,1217.517478,0,1,12.8855,77.5638,92.3
11307,0.5,0,1,3,0,645.0809465,1,1,28.394375,77.35722700000001,25.9
11308,0.5,0,0,5,0,4136.231629,1,1,28.440728000000004,77.114195,470.0
11309,0.5,0,0,2,0,517.6519308000001,1,1,19.18,72.96333,100.0
11310,0.5,0,0,1,0,590.0151286,1,1,19.245347,73.124577,39.0
11311,0.5,1,1,3,0,1750.2917149999998,0,1,12.928575,77.58572099999999,120.0
11312,0.5,0,0,1,0,600.0184621000001,1,1,23.687594,86.156601,65.0
11313,1,1,1,2,0,596.8367651000001,0,0,21.71676,72.115717,20.0
11314,0,0,0,3,0,1650.4854369999998,1,1,12.96991,77.59796,170.0
11315,0,0,1,2,0,1380.0,1,1,25.4513,81.828,96.6
11316,0.5,1,1,2,0,451.2805084,0,0,24.69028,78.41889,120.0
11317,0.5,0,1,2,0,1060.304838,1,0,30.662283,76.822397,32.0
11318,0,0,0,2,0,1100.13471,1,1,22.620289,88.43493000000001,49.0
11319,0.5,0,1,3,0,2021.095181,1,1,13.152957999999998,77.426875,320.0
11320,0.5,0,0,2,0,1239.157373,1,1,20.303208,85.77123,50.0
11321,0,1,1,3,0,1380.042463,0,1,26.209302,78.194369,26.0
11322,0,0,0,2,0,1111.111111,1,1,12.840956,77.659441,44.0
11323,0,0,1,2,0,965.1844192,1,1,30.594843,76.84983000000001,28.0
11324,0.5,1,1,3,0,832.1985172,0,0,18.96,72.82,220.0
11325,0.5,0,0,2,0,1084.953941,1,1,18.475864,73.89000899999999,53.0
11326,0.5,0,0,2,0,976.8637532,1,1,22.288976,73.128222,19.0
11327,0.5,0,0,3,0,3224.128965,1,1,12.980291,77.57381099999999,620.0
11328,0.5,0,0,2,0,1125.017578,1,1,12.96991,77.59796,80.0
11329,0,0,0,3,0,1639.3442619999998,1,1,26.22361,78.17917,51.0
11330,0.5,0,1,3,0,1428.571429,1,1,28.44414,77.465898,42.2
11331,0.5,0,0,4,0,2400.045177,1,1,19.0705,72.8309,850.0
11332,0.5,0,0,3,0,1845.01845,1,1,22.5922,88.484911,80.0
11333,0.5,0,0,3,0,1610.777566,1,1,12.9847,77.5491,220.0
11334,0,0,0,2,0,794.4073721,1,1,19.256471,72.868815,100.0
11335,0,0,0,2,0,2007.024586,1,1,15.40194,74.04333000000001,120.0
11336,0.5,0,0,2,0,1000.0,1,1,22.494595,88.559988,45.0
11337,0,0,0,1,0,800.0,1,1,22.3,73.2,24.0
11338,0.5,1,1,2,0,882.1334057,0,1,18.96,72.82,130.0
11339,0,0,0,3,0,1260.504202,1,1,28.14306,77.32694000000001,30.0
11340,0.5,1,1,3,0,1593.149457,0,1,18.96667,72.83333,160.0
11341,0,0,0,3,0,1169.993118,1,1,26.86056,80.91583,85.0
11342,0.5,0,0,2,0,986.6828087,1,1,12.842686,80.063733,32.6
11343,0.5,0,0,2,0,1000.0,1,1,25.311437,82.98632099999999,60.0
11344,1,0,0,3,0,1264.231499,1,0,11.060813,76.970641,53.3
11345,0,0,0,2,0,1320.064988,1,1,20.230195,85.816005,32.5
11346,0.5,0,1,1,0,720.0221544999999,1,1,19.039263,72.870654,130.0
11347,0.5,0,0,2,0,1050.068483,1,1,18.52361,73.84778,69.0
11348,0,0,1,2,0,1072.041166,1,1,28.698133,77.335746,50.0
11349,0,0,1,2,0,800.0,1,1,19.116670000000003,73.73333000000001,50.0
11350,0.5,1,0,2,0,1047.566676,0,1,28.57,77.32,38.1
11351,0.5,0,0,5,0,5000.0,1,1,28.5216,77.3863,380.0
11352,0.5,1,1,2,0,545.2292441000001,0,0,18.5853,73.7413,52.8
11353,0.5,0,0,2,0,1250.0,1,1,20.098413,79.10786,68.0
11354,0.5,0,0,3,0,1078.2608699999998,1,1,22.498882,88.31755600000001,49.6
11355,0,0,0,3,0,1600.0,1,1,28.6221,77.3674,80.0
11356,0,0,0,3,0,1870.32419,1,1,26.928785,75.828002,52.5
11357,0,0,0,2,0,1000.0,1,1,21.080409,79.098334,35.0
11358,0.5,0,1,3,0,2388.388756,1,1,30.661104,76.746082,130.0
11359,0.5,0,0,2,0,888.4615385,1,1,26.747109,88.417335,23.1
11360,0.5,1,1,3,0,1395.2046300000002,0,1,20.353795,85.82101999999999,67.5
11361,0.5,0,0,2,0,1083.694565,1,1,21.435892000000003,73.226789,32.5
11362,0,0,0,2,0,1099.585062,1,1,21.711484,73.002962,26.5
11363,0,0,1,3,0,1750.171585,1,1,30.768683000000003,76.650876,51.0
11364,0.5,0,1,3,0,1521.179499,1,1,12.8855,77.5638,130.0
11365,0.5,0,0,2,0,1334.1419039999998,1,1,13.009576,77.54656700000001,110.0
11366,0.5,0,0,3,0,1754.470759,1,1,30.698017,76.679016,72.6
11367,0.5,0,0,2,0,820.0197936000001,1,1,28.466109000000003,77.043287,58.0
11368,0,0,0,2,0,725.0580046,1,1,19.216097,72.821721,75.0
11369,0,0,0,1,0,730.2231237000001,1,1,21.982601000000003,70.809742,18.0
11370,0.5,0,1,2,0,1416.179855,1,1,12.8706,77.6279,80.0
11371,0,1,1,2,0,920.1324991,0,1,28.5035,77.426447,50.0
11372,0.5,0,0,2,0,722.9832572,1,1,13.144144,77.340868,38.0
11373,0.5,0,1,3,0,1065.298876,1,1,19.05871,72.89969,270.0
11374,0.5,0,1,3,0,1356.36779,1,1,28.5041,77.381557,47.5
11375,0.5,0,0,2,0,850.1177086000001,1,1,28.406388,77.342588,32.5
11376,0.5,1,1,2,0,623.8303182,0,0,18.96,72.82,120.0
11377,0.5,1,0,1,0,290.00918360000003,0,1,19.1758,72.8643,60.0
11378,0.5,0,0,1,0,604.3405676,1,0,13.03478,80.15586,36.2
11379,0.5,1,0,2,0,1150.146382,0,1,12.957468,77.516563,55.0
11380,0.5,0,0,3,0,1895.444818,1,1,30.662283,76.822397,62.0
11381,0.5,1,1,2,0,918.0488402,0,1,19.243657,73.027412,150.0
11382,0,0,0,2,0,820.2099738,1,1,17.404892999999998,78.510735,25.0
11383,0,0,0,1,0,620.0177147999999,1,1,22.316415,73.202906,14.0
11384,0,1,1,3,0,1649.970536,0,1,28.542768,77.365736,84.0
11385,0,0,0,2,0,1159.885796,1,1,9.994,76.292,65.0
11386,0,1,0,2,0,1149.865849,0,1,10.792061,76.652546,60.0
11387,0.5,1,1,2,0,729.1666667000001,0,1,30.694440000000004,76.85028,19.6
11388,0.5,0,0,2,0,800.0,1,1,19.255098,72.9815265,98.0
11389,0,0,1,2,0,1010.10101,1,1,28.9927,77.6824,32.0
11390,0,0,1,2,0,1073.103987,1,1,13.0583,77.5732,54.9
11391,0,0,0,3,0,1646.303583,1,1,9.587839,76.543091,79.5
11392,0,0,0,3,0,1327.3432710000002,1,1,15.2882,73.9903,65.0
11393,0.5,0,0,1,0,1066.85633,1,1,19.161955,72.839616,120.0
11394,0,0,0,2,0,3350.515464,1,1,15.40194,74.04333000000001,130.0
11395,0,0,1,4,0,3518.5760119999995,1,1,28.522931,77.357078,340.0
11396,0.5,0,0,2,0,1109.33925,1,1,18.96,72.82,160.0
11397,0.5,0,0,2,0,950.0285009,1,1,24.69028,78.41889,100.0
11398,0,0,0,3,0,1500.258665,1,1,12.87028,74.88056,58.0
11399,0,0,0,2,0,1086.012163,1,1,26.91667,75.86667,50.0
11400,0.5,0,1,2,0,1000.0,1,1,19.05871,72.89969,140.0
11401,0.5,0,1,1,0,480.0,1,1,19.089471,72.937616,150.0
11402,0,0,0,2,0,1017.939091,1,1,21.23994,72.85651999999999,24.4
11403,0,0,0,2,0,950.0542888,1,1,13.0133,80.17286,70.0
11404,0,0,0,3,0,1725.3439030000002,1,1,38.96026502,-86.56196551,74.0
11405,0,0,0,3,0,2200.430519,1,1,26.897642,80.961744,92.0
11406,0.5,0,1,4,0,3142.857143,1,1,28.602325,77.40199399999999,220.0
11407,0,0,0,2,0,950.0662837,1,1,12.871104,74.84405500000001,43.0
11408,0.5,1,0,2,0,2155.805977,0,1,28.551820000000003,77.324137,440.0
11409,0.5,0,1,1,0,614.0165149000001,1,1,18.5853,73.7413,58.0
11410,0.5,0,0,3,0,1728.472659,1,1,23.182972,72.611485,55.0
11411,0,0,0,2,0,750.0797957000001,1,1,23.167719,79.92460799999999,23.5
11412,0.5,0,0,3,0,1620.111732,1,1,18.452663,73.93104,87.0
11413,0,0,0,2,0,1199.616123,1,1,29.005329,77.75563199999999,25.0
11414,0,0,0,3,0,1741.071429,1,1,12.852041,77.616315,78.0
11415,0.5,1,1,2,0,887.862914,0,1,28.743724,76.81131500000001,100.0
11416,0.5,1,1,3,0,1541.128877,0,1,18.097689000000003,74.735239,80.0
11417,0,0,0,1,0,375.0375038,1,1,16.26,73.71,12.5
11418,0,0,0,2,0,1050.175029,1,1,10.5339,76.2085,45.0
11419,0,0,0,2,0,838.0291865,1,1,13.069866,80.19842299999999,58.0
11420,0,0,0,1,0,600.0,1,1,12.8458,77.6727,15.0
11421,0.5,1,1,2,0,889.200561,0,0,26.936933000000003,80.941263,31.7
11422,0.5,0,1,3,0,1514.233798,1,0,28.510825,77.006087,100.0
11423,0.5,0,0,3,0,1739.1304350000005,1,0,13.096108,77.627179,120.0
11424,0.5,0,0,3,0,1300.178775,1,1,22.507959,88.353262,80.0
11425,0,0,1,2,0,1260.300533,1,1,22.55,72.9,26.0
11426,0.5,1,0,3,0,1749.883341,0,1,20.353795,85.82101999999999,75.0
11427,0.5,0,0,3,0,2055.498458,1,1,28.392686,76.959391,100.0
11428,0.5,0,0,3,0,1753.924406,1,1,22.56972,88.36972,200.0
11429,0,1,0,3,0,1188.237648,0,1,28.579004,77.431173,59.4
11430,0.5,0,1,4,0,3195.052821,1,1,19.014858,72.8662,620.0
11431,0,0,0,3,0,1200.120012,1,1,24.51667,81.28333,40.0
11432,0,0,1,3,0,1800.0,1,1,30.723932,76.67447299999999,49.5
11433,0.5,0,0,3,0,1220.053239,1,1,13.04394,80.17251,110.0
11434,0.5,0,1,3,0,1369.141654,1,1,12.8458,77.6727,78.0
11435,0,0,0,3,0,1500.535906,1,1,21.250659,81.659113,28.0
11436,0.5,0,1,2,0,1002.171371,1,1,19.147866,72.932609,120.0
11437,0,0,0,2,0,1146.000458,1,1,13.34222,77.10167,50.0
11438,0.5,0,0,2,0,1443.488943,1,1,13.057734,77.64420600000001,47.0
11439,0,0,0,3,0,1600.0,1,1,30.313141,78.044472,72.0
11440,0.5,0,0,4,0,2580.389043,1,1,13.09,80.27,130.0
11441,0.5,1,1,3,0,1609.822647,0,1,30.662283,76.822397,59.0
11442,0.5,0,1,3,0,1428.279943,1,1,28.536585,77.383669,70.0
11443,0,1,0,3,0,1117.647059,0,1,23.35556,85.33471999999999,39.9
11444,0.5,0,0,3,0,1290.084777,1,1,12.98556,77.66389000000001,70.0
11445,0.5,0,0,2,0,956.120881,1,1,22.560951,88.495491,56.0
11446,0,0,0,1,0,850.2884907,1,1,15.28669,73.96978,28.0
11447,0.5,0,0,3,0,1250.0,1,1,25.879721,86.587391,35.0
11448,0,0,0,3,0,1356.132075,1,1,30.751176,76.668359,46.0
11449,0.5,1,1,2,0,1008.517228,0,0,13.092356,77.61346800000001,52.1
11450,0.5,0,1,2,0,1130.85622,1,1,18.452663,73.93104,63.0
11451,0.5,0,0,3,0,1350.040079,1,1,28.881561,76.621298,320.0
11452,0.5,1,0,2,0,1000.0,0,1,17.776084,83.366665,44.0
11453,0,0,0,2,0,1065.035123,1,1,26.504762,80.253504,47.0
11454,0.5,0,0,3,0,1217.235189,1,1,30.74,76.65,33.9
11455,0.5,0,1,3,0,1300.052002,1,1,18.714661,73.678196,50.0
11456,0,0,0,1,0,494.9494949,1,1,21.745894,70.288923,24.5
11457,0.5,1,1,3,0,1556.262264,0,1,24.69028,78.41889,230.0
11458,0.5,0,0,2,0,1063.1100800000002,1,1,17.643384,75.918072,110.0
11459,0.5,0,0,3,0,1675.242312,1,1,13.04394,80.17251,140.0
11460,0.5,0,0,2,0,1465.072668,1,1,18.58584,73.471734,250.0
11461,0.5,0,0,2,0,1329.787234,1,1,22.54111,88.33778000000001,80.0
11462,0.5,0,0,3,0,1625.239006,1,1,28.587711,77.403123,85.0
11463,0,0,0,2,0,1300.0,1,1,24.88756,74.627004,45.5
11464,0,0,0,1,0,464.0,1,1,23.25,77.41667,14.5
11465,0,0,0,3,0,1650.165017,1,1,22.660155,88.366731,80.0
11466,0,0,0,1,0,569.9629524000001,1,1,19.0284965,73.3192845,20.0
11467,0.5,1,1,3,0,1840.388155,0,1,28.429614,77.481711,110.0
11468,0.5,1,0,3,0,1138.088012,0,1,12.9623,80.1986,75.0
11469,0.5,0,1,3,0,1605.941985,1,1,19.128324,72.825408,320.0
11470,0.5,0,1,3,0,1661.957786,1,1,12.896796,77.5724,100.0
11471,0,0,0,3,0,1365.001365,1,1,26.431083,80.31609,50.0
11472,0,1,0,2,0,721.8390805,0,1,12.940685,80.177022,31.4
11473,0,0,0,2,0,638.0602967,1,1,18.5438,73.9438,40.0
11474,0,0,1,3,0,1300.2022539999998,1,1,22.102094,82.150476,45.0
11475,0.5,0,1,1,0,620.0432588,1,1,18.964489,73.019574,43.0
11476,0,1,0,3,0,1876.407305,0,1,28.656401,77.2889135,75.0
11477,0.5,0,1,3,0,1835.102897,1,1,18.49667,73.94167,140.0
11478,0,0,0,2,0,699.844479,1,1,23.059889,80.151852,27.0
11479,0,0,0,2,0,695.1340616,1,1,12.96991,77.59796,35.0
11480,0,0,0,3,0,871.9240457000001,1,1,21.0,77.0,45.0
11481,0.5,0,0,1,0,579.9672489,1,1,19.1759,72.9522,85.0
11482,0.5,0,1,2,0,1050.052503,1,1,18.973908,73.02510600000001,90.0
11483,0.5,1,0,3,0,1347.507112,0,1,18.5101,73.8141,180.0
11484,0.5,1,1,3,0,2526.16384,0,1,30.654128000000004,76.732427,140.0
11485,0,0,0,1,0,425.1144539,1,1,22.55,75.76,6.5
11486,0.5,1,1,1,0,353.72691289999995,0,0,24.69028,78.41889,42.9
11487,0.5,0,1,2,0,1377.7555109999998,1,1,18.475864,73.89000899999999,110.0
11488,0.5,1,1,3,0,1054.119548,0,1,28.365512,77.34630600000001,26.1
11489,0,0,0,2,0,1225.114855,1,1,28.638934000000003,77.32645699999999,48.0
11490,0.5,0,0,3,0,1750.0560920000005,1,1,40.67197199,-86.15292909,78.0
11491,0.5,0,0,3,0,1400.157027,1,1,28.40473,77.367514,53.5
11492,0.5,0,1,2,0,476.3967085,1,0,19.255098,72.9815265,110.0
11493,0.5,0,0,2,0,1248.2853220000002,1,1,28.406388,77.342588,45.5
11494,0,0,1,3,0,1685.0974199999998,1,1,12.808137,77.58308000000001,160.0
11495,0.5,0,0,2,0,1085.176085,1,1,18.475864,73.89000899999999,53.0
11496,0.5,0,1,4,0,4500.4500450000005,1,1,18.475864,73.89000899999999,200.0
11497,0.5,0,1,2,0,911.0021023,1,1,19.1849,72.8347,130.0
11498,0.5,0,0,3,0,2100.25203,1,1,19.957301,73.839897,150.0
11499,0.5,0,1,3,0,1600.0,1,1,19.159184,72.99378399999999,180.0
11500,0,0,0,1,0,555.0416281,1,1,28.649273,77.355737,36.0
11501,0.5,0,0,2,0,1264.227642,1,1,28.874383,77.113251,31.1
11502,0.5,0,0,3,0,1288.627936,1,1,28.57,77.32,41.7
11503,0,0,0,3,0,1474.840949,1,1,26.832353,75.841749,51.0
11504,0.5,0,1,4,0,2211.554021,1,1,19.1615,72.8731,820.0
11505,0.5,0,0,4,0,2950.163313,1,1,12.96991,77.59796,280.0
11506,0.5,0,1,3,0,2400.0,1,0,30.696627000000003,76.693764,98.4
11507,0,0,0,3,0,968.0324178,1,1,22.747639000000003,88.600902,43.0
11508,0.5,0,0,3,0,1767.007447,1,1,12.9958935,77.761394,140.0
11509,0,0,0,3,0,1000.0,1,1,22.479002,88.36159,34.0
11510,0,0,1,3,0,1400.289715,1,1,26.900926,75.775927,58.0
11511,0.5,0,1,2,0,954.8839247000002,1,1,18.52361,73.84778,65.4
11512,0,1,0,4,0,773.9938080000001,0,1,20.601692,72.92195,60.0
11513,0.5,0,0,2,0,1210.165389,1,1,12.875343,74.85016999999999,60.0
11514,0,0,0,3,0,1489.995743,1,1,26.532207,75.520538,35.0
11515,0,0,0,3,0,1350.135014,1,1,25.113709,75.845302,45.0
11516,0.5,1,1,4,0,2470.007057,0,1,13.04034,77.591347,210.0
11517,0.5,0,0,3,0,2010.050251,1,1,12.994454,77.624945,160.0
11518,0.5,1,1,4,0,1716.4926329999998,0,0,13.04034,77.591347,240.0
11519,0.5,0,1,3,0,1400.0518539999998,1,1,26.900926,75.775927,54.0
11520,0.5,0,0,1,0,625.0,1,1,19.030318,73.070892,65.0
11521,0,0,0,2,0,1199.940003,1,1,12.9879,77.5789,80.0
11522,0.5,0,0,2,0,1050.006563,1,1,30.927654,75.889492,160.0
11523,0.5,1,0,3,0,1092.0,0,1,22.472622,88.38138599999999,54.6
11524,0.5,0,1,3,0,1844.222091,1,1,28.474616,76.990309,94.0
11525,0.5,0,0,4,0,3111.96451,1,1,19.255098,72.9815265,470.0
11526,0.5,0,0,2,0,1068.577535,1,1,19.05871,72.89969,170.0
11527,0,0,0,3,0,2600.0,1,1,22.496749,73.468314,65.0
11528,0.5,0,1,3,0,1705.131686,1,1,30.662283,76.822397,62.8
11529,0.5,1,1,2,0,1164.486382,0,1,28.429614,77.481711,54.3
11530,0,0,0,1,0,350.09548060000003,1,1,26.928785,75.828002,5.5
11531,0.5,1,0,3,0,2560.124127,0,1,22.53028,88.33417,330.0
11532,0.5,1,1,2,0,1290.159373,0,1,21.15389,79.08306,51.0
11533,0.5,0,1,3,0,1855.28757,1,1,28.644695,77.33895600000001,110.0
11534,0.5,0,0,3,0,1231.135822,1,1,22.507959,88.353262,93.0
11535,0,0,0,2,0,1000.0,1,1,12.96991,77.59796,45.0
11536,0,0,0,3,0,1098.354382,1,1,27.073397,75.594316,28.7
11537,0,1,1,2,0,1100.244499,0,1,15.512973,80.025795,45.0
11538,0.5,0,0,2,0,1116.830797,1,1,18.5823,73.983,49.9
11539,0.5,0,0,3,0,1521.15024,1,1,22.54111,88.33778000000001,73.0
11540,0,0,0,1,0,600.0,1,1,21.014143,75.564773,12.0
11541,0.5,0,1,3,0,1880.141011,1,1,31.261414,75.589997,80.0
11542,0.5,0,0,2,0,1100.070972,1,1,28.5679,77.3679,62.0
11543,0,0,1,3,0,1800.3064350000002,1,1,30.66486,76.70610699999999,70.5
11544,1,0,1,3,0,77615.50473,1,0,18.520209,73.90506500000001,8450.0
11545,0.5,0,1,2,0,959.8411297,1,1,12.87028,74.88056,43.5
11546,0,0,0,2,0,600.0960154,1,1,28.874383,77.113251,25.0
11547,0.5,0,0,3,0,1920.122888,1,1,22.54111,88.33778000000001,100.0
11548,0.5,0,1,2,0,1200.0,1,1,19.221571,73.042474,150.0
11549,0,0,0,2,0,630.0114547999999,1,1,12.8854,80.02199999999999,22.0
11550,0.5,0,0,3,0,2152.5679760000003,1,1,28.365512,77.34630600000001,57.0
11551,0.5,0,1,1,0,509.30327310000007,1,1,31.292091,75.543763,150.0
11552,0,0,0,3,0,1409.820126,1,1,25.63333,85.05,58.0
11553,0.5,0,1,3,0,1781.472684,1,1,28.651918,77.348794,120.0
11554,0,0,0,2,0,935.2731591,1,1,22.718204,75.88497199999999,31.5
11555,0,0,0,2,0,1325.145443,1,1,28.5216,77.3863,61.5
11556,0.5,0,1,2,0,489.5416110000001,1,0,19.371618,72.824114,110.0
11557,0.5,0,1,2,0,1278.480435,1,1,19.139348,72.820458,280.0
11558,0.5,0,1,3,0,1791.151711,1,1,28.546788,77.37849399999999,100.0
11559,0.5,1,1,3,0,1183.664556,0,1,18.669919,73.853723,54.2
11560,0,0,0,3,0,1575.230853,1,1,22.760061,75.928572,58.0
11561,0.5,0,0,2,0,965.1474531,1,1,23.185756,77.498465,18.0
11562,0.5,1,1,2,0,1399.847289,0,1,18.558319,73.77588,110.0
11563,0.5,1,0,1,0,503.6807438999999,0,1,22.614897,88.266824,13.0
11564,0.5,0,0,3,0,1950.014625,1,1,19.0705,72.8309,600.0
11565,0.5,0,0,3,0,1335.113485,1,1,22.517786,88.366066,140.0
11566,0,0,0,2,0,1125.061145,1,1,28.567633,77.383124,69.0
11567,0.5,1,1,2,0,1040.081177,0,1,18.558319,73.77588,82.0
11568,0.5,0,0,3,0,1400.258509,1,1,22.729423,75.890451,65.0
11569,0.5,1,0,2,0,1339.013999,0,1,13.04034,77.591347,110.0
11570,0.5,0,0,3,0,1559.819061,1,1,18.475864,73.89000899999999,100.0
11571,0,0,0,3,0,1150.180743,1,1,11.908735,79.476118,70.0
11572,0.5,0,0,5,0,2700.348432,1,1,26.979452,75.765051,93.0
11573,0.5,0,0,2,0,1200.0,1,1,22.30287,73.158703,42.0
11574,0.5,0,0,2,0,1100.13471,1,1,10.009277,76.361736,49.0
11575,0,0,0,2,0,1339.046599,1,1,12.896796,77.5724,75.0
11576,0,0,0,1,0,465.1162791,1,1,19.7833,72.7833,15.0
11577,0.5,1,1,3,0,1380.103508,0,1,28.429614,77.481711,72.0
11578,0.5,0,1,1,0,689.5293687999999,1,1,19.2836,72.8675,56.7
11579,0.5,1,1,4,0,2084.108671,0,1,26.75,81.0,56.0
11580,0,0,0,2,0,1000.0,1,1,16.710136,74.25048199999999,48.0
11581,0,0,0,3,0,1413.588691,1,1,20.29613,85.741152,31.0
11582,0.5,0,0,3,0,1306.076093,1,1,22.506447,88.363636,92.0
11583,0,0,0,1,0,599.880024,1,1,29.388298,79.51665600000001,20.0
11584,0.5,1,1,3,0,1155.015198,0,1,24.69028,78.41889,190.0
11585,0,0,0,2,0,1221.299463,1,1,21.262,73.0477,25.0
11586,0.5,0,0,2,0,860.0377002999999,1,1,18.5956,73.7981,73.0
11587,0.5,0,0,3,0,1960.049938,1,1,30.662283,76.822397,47.1
11588,0,0,0,2,0,900.2520706,1,1,22.747639000000003,88.600902,25.0
11589,0,0,0,3,0,2000.0,1,1,22.30287,73.158703,70.0
11590,0.5,0,0,4,0,2950.701691,1,1,28.506454,77.40956800000001,82.0
11591,0.5,0,0,5,0,2983.219391,1,1,19.040066,73.115347,240.0
11592,0.5,0,0,3,0,1750.338134,1,1,19.048979,73.078232,220.0
11593,0,1,0,2,0,977.1986971,0,1,21.15389,79.08306,48.0
11594,0.5,1,1,2,0,540.0328716,0,1,28.431903,77.36482099999999,23.0
11595,0.5,0,0,3,0,1168.07611,1,1,12.879728,77.650297,44.2
11596,0.5,0,0,2,0,1225.1565480000002,1,1,18.52361,73.84778,90.0
11597,0.5,0,1,3,0,1505.174036,1,1,28.577673,77.389781,80.0
11598,0.5,0,0,1,0,380.016214,1,1,24.69028,78.41889,75.0
11599,0,0,1,1,0,650.2554575,1,1,21.232813,72.832454,14.0
11600,0,0,0,2,0,1150.133498,1,1,13.039377,77.606124,56.0
11601,0,1,0,3,0,1400.233372,0,1,30.73528,76.79111,72.0
11602,0.5,0,0,3,0,1312.06046,1,1,21.045254,75.384411,250.0
11603,0,0,0,3,0,1500.0,1,1,20.230195,85.816005,48.0
